"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1913804982438203604","Sun Apr 20 04:00:39 +0000 2025","0","SOPAN LUUU BEGITU KIM SUNOO????? ENHYPEN VAMPS UP COACHELLA #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA","1913804982438203604","","","in","","0","0","0","https://x.com/undefined/status/1913804982438203604","1771875500576964608",
"1913804926138106120","Sun Apr 20 04:00:25 +0000 2025","0","Seung maaf Seung rambutmu lunturr #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA","1913804926138106120","","","in","","0","0","0","https://x.com/undefined/status/1913804926138106120","1359173859824422921",
"1913804562596769864","Sun Apr 20 03:58:59 +0000 2025","0","HEESUN RISNDUMSGDKSHD #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA","1913804562596769864","","","in","","0","0","0","https://x.com/undefined/status/1913804562596769864","1307077836730105857",
"1913804504824512929","Sun Apr 20 03:58:45 +0000 2025","0","salting bgt tlong mmh ENHYPEN VAMPS UP COACHELLA #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA https://t.co/krcgOR9qcV","1913804504824512929","https://pbs.twimg.com/amplify_video_thumb/1913804437048700928/img/pO9ND1Z4ueZHA_lL.jpg","","in","","0","0","0","https://x.com/undefined/status/1913804504824512929","1086816072496340992",
"1913804360485929053","Sun Apr 20 03:58:10 +0000 2025","0","salting bgt ak park sungun ENHYPEN VAMPS UP COACHELLA #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA","1913804360485929053","","","in","","0","0","0","https://x.com/undefined/status/1913804360485929053","1086816072496340992",
"1913804349685506313","Sun Apr 20 03:58:08 +0000 2025","0","moots NI DUA ORANG CAKEP BGT GILEEEE BJIRR #ENCHELLA2025 #ENCHELLA #ENHYPEN #ENHYPEN_JAY #ENHYPEN_SUNGHOON https://t.co/5uHQB1scty","1913804349685506313","https://pbs.twimg.com/media/Go8y6dcbAAAsZ88.jpg","","in","","0","0","0","https://x.com/undefined/status/1913804349685506313","1437157947038048256",
"1913803991424852455","Sun Apr 20 03:56:42 +0000 2025","0","ANJR ANJR PARANORMAL LOVE DIBAWAIN COOOOO #ENHYPEN #ENCHELLA2025","1913803991424852455","","","in","","0","0","0","https://x.com/undefined/status/1913803991424852455","1130942684686835712",
"1913803964736544791","Sun Apr 20 03:56:36 +0000 2025","0","GANTENG BANGET KACAUUUU #ENCHELLA2025 #JAKE #ENHYPEN_JAKE https://t.co/h0kMZA8Vho","1913803964736544791","https://pbs.twimg.com/media/Go8ykEjacAAOEs0.jpg","","in","","0","0","1","https://x.com/undefined/status/1913803964736544791","1295177535643254785",
"1913803513148375510","Sun Apr 20 03:54:48 +0000 2025","1","MAMPUSSSS BENERANN JIDATANNN COKK GANTENG BGTT #ENCHELLA2025","1913803513148375510","","","in","","0","0","0","https://x.com/undefined/status/1913803513148375510","1565790043",
"1913803157370781734","Sun Apr 20 03:53:24 +0000 2025","0","PELAN PELAN BANGGGG #ENCHELLA2025","1913803157370781734","","","in","","0","0","0","https://x.com/undefined/status/1913803157370781734","1276056202087067648",
"1913802987333652751","Sun Apr 20 03:52:43 +0000 2025","2","OMG SIM JAEHYUN APAKA GWAPO!! ENHYPEN VAMPS UP COACHELLA #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA https://t.co/SeQ76XjOQ1","1913802987333652751","https://pbs.twimg.com/media/Go8xqzMaMAA4UAR.jpg","","in","","0","0","0","https://x.com/undefined/status/1913802987333652751","1307644168030756864",
"1913801478617395236","Sun Apr 20 03:46:43 +0000 2025","0","Outfit for Coachella todayy sangat² keren sekali #ENCHELLA2025 #ENHYPEN","1913801478617395236","","","in","","0","1","0","https://x.com/undefined/status/1913801478617395236","1287581933875032064",
"1913801444802875411","Sun Apr 20 03:46:35 +0000 2025","0","anjir heeseung cantik bgt #ENHYPEN #Coachella2025 #ENCHELLA2025","1913801444802875411","","","in","","0","0","0","https://x.com/undefined/status/1913801444802875411","1903353592335233025",
"1913801394894864409","Sun Apr 20 03:46:23 +0000 2025","0","HEHHHH DIEMMMM COWO GUA KEREN BANGET GILAAAAA #ENHYPEN #ENCHELLA2025","1913801394894864409","","","in","","0","0","0","https://x.com/undefined/status/1913801394894864409","1274693275169943552",
"1913801147141537901","Sun Apr 20 03:45:24 +0000 2025","0","Gabisa bgt sm outfit plus rambut di coachella week ini #ENCHELLA2025","1913801147141537901","","","in","","0","0","0","https://x.com/undefined/status/1913801147141537901","1727585956533002240",
"1913801103399129369","Sun Apr 20 03:45:14 +0000 2025","0","yang ulang tahun hari ini menyala banget di coachella #ENCHELLA2025","1913801103399129369","","","in","","0","0","0","https://x.com/undefined/status/1913801103399129369","1232995161199669253",
"1913800933966021090","Sun Apr 20 03:44:34 +0000 2025","0","NISHIMURA RIKI BISA STOP JADI BIAS WRECKER SEMUA ORANG GAK??????????!!!!!!!!! #ENCHELLA2025","1913800933966021090","","","in","","0","0","0","https://x.com/undefined/status/1913800933966021090","1018695089537802240",
"1913800747067838477","Sun Apr 20 03:43:49 +0000 2025","0","GAKULIAT LIAT SUNGHOON JIDATAN ENHYPEN VAMPS UP COACHELLA #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA","1913800747067838477","","","in","","0","0","0","https://x.com/undefined/status/1913800747067838477","1660531082478112769",
"1913800729963401283","Sun Apr 20 03:43:45 +0000 2025","0","KERENN GACOR SEMUAAA #ENHYPEN #ENCHELLA2025","1913800729963401283","","","in","","0","0","0","https://x.com/undefined/status/1913800729963401283","1876284547471691776",
"1913800698564887016","Sun Apr 20 03:43:37 +0000 2025","0","GILAAA JAKE SUNGHOON CAKEP BANGET #ENCHELLA2025","1913800698564887016","","","in","","0","0","0","https://x.com/undefined/status/1913800698564887016","1607479242",
"1913800677694079155","Sun Apr 20 03:43:32 +0000 2025","0","GILA GILA DC BREAK ENHA KEREN BGT ANJ GILAA #ENCHELLA2025","1913800677694079155","","","in","","0","0","0","https://x.com/undefined/status/1913800677694079155","1130942684686835712",
"1913800614188122621","Sun Apr 20 03:43:17 +0000 2025","0","ulol kuhang kuha ako ni sunghoon HJAKHWJAH TEH I LOVE U ENHYPEN VAMPS UP COACHELLA #ENCHELLA2025 #ENHYPEN #COACHELLA2025","1913800614188122621","","","in","","0","0","0","https://x.com/undefined/status/1913800614188122621","1447873978010275845",
"1913800598677540963","Sun Apr 20 03:43:14 +0000 2025","0","GW MUNTAHHHHHHH GANTENG BANGET BANGSATTTTTTTTTTT #ENCHELLA2025","1913800598677540963","","","in","","0","0","0","https://x.com/undefined/status/1913800598677540963","1018695089537802240",
